image,MEL,NV,BCC,AKIEC,BKL,DF,VASC
ISIC_0024893,0,0,0,0,1,0,0
ISIC_0024894,0,1,0,0,0,0,0
ISIC_0024895,0,1,0,0,0,0,0
ISIC_0024896,0,1,0,0,0,0,0
ISIC_0024897,0,0,1,0,0,0,0
ISIC_0024898,1,0,0,0,0,0,0
ISIC_0024899,0,1,0,0,0,0,0
ISIC_0024900,1,0,0,0,0,0,0
ISIC_0024901,0,1,0,0,0,0,0
ISIC_0024902,0,1,0,0,0,0,0
ISIC_0024903,0,1,0,0,0,0,0
ISIC_0024904,0,0,0,0,0,0,1
ISIC_0024905,0,1,0,0,0,0,0
ISIC_0024906,0,1,0,0,0,0,0
ISIC_0024907,0,1,0,0,0,0,0
ISIC_0024908,0,1,0,0,0,0,0
ISIC_0024909,0,0,0,0,1,0,0
ISIC_0024910,0,0,0,0,1,0,0
ISIC_0024911,1,0,0,0,0,0,0
ISIC_0024912,0,1,0,0,0,0,0
ISIC_0024913,0,0,0,1,0,0,0
ISIC_0024914,0,1,0,0,0,0,0
ISIC_0024915,0,0,0,0,1,0,0
ISIC_0024916,0,1,0,0,0,0,0
ISIC_0024917,0,1,0,0,0,0,0
ISIC_0024918,1,0,0,0,0,0,0
ISIC_0024919,0,1,0,0,0,0,0
ISIC_0024920,0,1,0,0,0,0,0
ISIC_0024921,0,1,0,0,0,0,0
ISIC_0024922,0,1,0,0,0,0,0
ISIC_0024923,0,0,0,1,0,0,0
ISIC_0024924,0,1,0,0,0,0,0
ISIC_0024925,0,0,0,1,0,0,0
ISIC_0024926,0,1,0,0,0,0,0
ISIC_0024927,0,1,0,0,0,0,0
ISIC_0024928,0,1,0,0,0,0,0
ISIC_0024929,1,0,0,0,0,0,0
ISIC_0024930,1,0,0,0,0,0,0
ISIC_0024931,0,0,1,0,0,0,0
ISIC_0024932,1,0,0,0,0,0,0
ISIC_0024933,0,1,0,0,0,0,0
ISIC_0024934,0,1,0,0,0,0,0
ISIC_0024935,0,1,0,0,0,0,0
ISIC_0024936,0,1,0,0,0,0,0
ISIC_0024937,0,1,0,0,0,0,0
ISIC_0024938,0,1,0,0,0,0,0
ISIC_0024939,0,1,0,0,0,0,0
ISIC_0024940,1,0,0,0,0,0,0
ISIC_0024941,0,1,0,0,0,0,0
ISIC_0024942,0,1,0,0,0,0,0
ISIC_0024943,0,0,0,0,1,0,0
ISIC_0024944,0,1,0,0,0,0,0
ISIC_0024945,0,1,0,0,0,0,0
ISIC_0024946,0,0,0,1,0,0,0
ISIC_0024947,0,0,0,0,1,0,0
ISIC_0024948,0,0,0,1,0,0,0
ISIC_0024949,0,0,1,0,0,0,0
ISIC_0024950,0,1,0,0,0,0,0
ISIC_0024951,1,0,0,0,0,0,0
ISIC_0024952,1,0,0,0,0,0,0
ISIC_0024953,0,1,0,0,0,0,0
ISIC_0024954,0,1,0,0,0,0,0
ISIC_0024955,0,1,0,0,0,0,0
ISIC_0024956,0,1,0,0,0,0,0
ISIC_0024957,0,1,0,0,0,0,0
ISIC_0024958,1,0,0,0,0,0,0
ISIC_0024959,0,1,0,0,0,0,0
ISIC_0024960,0,1,0,0,0,0,0
ISIC_0024961,1,0,0,0,0,0,0
ISIC_0024962,1,0,0,0,0,0,0
ISIC_0024963,0,1,0,0,0,0,0
ISIC_0024964,0,1,0,0,0,0,0
ISIC_0024965,0,1,0,0,0,0,0
ISIC_0024966,0,1,0,0,0,0,0
ISIC_0024967,1,0,0,0,0,0,0
ISIC_0024968,0,1,0,0,0,0,0
ISIC_0024969,0,1,0,0,0,0,0
ISIC_0024970,0,0,0,0,1,0,0
ISIC_0024971,0,0,0,0,1,0,0
ISIC_0024972,1,0,0,0,0,0,0
ISIC_0024973,0,0,0,0,0,1,0
ISIC_0024974,0,1,0,0,0,0,0
ISIC_0024975,0,1,0,0,0,0,0
ISIC_0024976,0,1,0,0,0,0,0
ISIC_0024977,0,1,0,0,0,0,0
ISIC_0024978,0,1,0,0,0,0,0
ISIC_0024979,0,1,0,0,0,0,0
ISIC_0024980,0,1,0,0,0,0,0
ISIC_0024981,0,0,0,0,1,0,0
ISIC_0024982,0,0,0,0,1,0,0
ISIC_0024983,0,1,0,0,0,0,0
ISIC_0024984,0,0,1,0,0,0,0
ISIC_0024985,0,1,0,0,0,0,0
ISIC_0024986,0,1,0,0,0,0,0
ISIC_0024987,1,0,0,0,0,0,0
ISIC_0024988,0,1,0,0,0,0,0
ISIC_0024989,0,1,0,0,0,0,0
ISIC_0024990,0,1,0,0,0,0,0
ISIC_0024991,0,1,0,0,0,0,0
ISIC_0024992,0,1,0,0,0,0,0
ISIC_0024993,0,1,0,0,0,0,0
ISIC_0024994,0,0,0,0,0,1,0
ISIC_0024995,0,1,0,0,0,0,0
ISIC_0024996,0,1,0,0,0,0,0
ISIC_0024997,0,0,0,0,1,0,0
ISIC_0024998,0,1,0,0,0,0,0
ISIC_0024999,1,0,0,0,0,0,0
ISIC_0025000,0,1,0,0,0,0,0
ISIC_0025001,0,1,0,0,0,0,0
ISIC_0025002,0,1,0,0,0,0,0
ISIC_0025003,0,1,0,0,0,0,0
ISIC_0025004,0,1,0,0,0,0,0
ISIC_0025005,0,0,0,0,1,0,0
ISIC_0025006,0,1,0,0,0,0,0
ISIC_0025007,0,1,0,0,0,0,0
ISIC_0025008,0,1,0,0,0,0,0
ISIC_0025009,0,1,0,0,0,0,0
ISIC_0025010,0,1,0,0,0,0,0
ISIC_0025011,0,1,0,0,0,0,0
ISIC_0025012,0,1,0,0,0,0,0
ISIC_0025013,0,1,0,0,0,0,0
ISIC_0025014,0,1,0,0,0,0,0
ISIC_0025015,0,1,0,0,0,0,0
ISIC_0025016,0,0,0,0,1,0,0
ISIC_0025017,0,1,0,0,0,0,0
ISIC_0025018,1,0,0,0,0,0,0
ISIC_0025019,0,0,1,0,0,0,0
ISIC_0025020,0,1,0,0,0,0,0
ISIC_0025021,0,1,0,0,0,0,0
ISIC_0025022,0,1,0,0,0,0,0
ISIC_0025023,0,1,0,0,0,0,0
ISIC_0025024,0,1,0,0,0,0,0
ISIC_0025025,0,1,0,0,0,0,0
ISIC_0025026,0,1,0,0,0,0,0
ISIC_0025027,0,1,0,0,0,0,0
ISIC_0025028,0,1,0,0,0,0,0
ISIC_0025029,0,0,0,1,0,0,0
ISIC_0025030,0,0,0,0,1,0,0
ISIC_0025031,0,0,1,0,0,0,0
ISIC_0025032,0,0,0,0,1,0,0
ISIC_0025033,0,0,0,0,1,0,0
ISIC_0025034,0,1,0,0,0,0,0
ISIC_0025035,1,0,0,0,0,0,0
ISIC_0025036,0,1,0,0,0,0,0
ISIC_0025037,0,1,0,0,0,0,0
ISIC_0025038,0,0,0,0,1,0,0
ISIC_0025039,0,1,0,0,0,0,0
ISIC_0025040,0,0,0,0,1,0,0
ISIC_0025041,0,1,0,0,0,0,0
ISIC_0025042,0,1,0,0,0,0,0
ISIC_0025043,0,1,0,0,0,0,0
ISIC_0025044,0,1,0,0,0,0,0
ISIC_0025045,0,1,0,0,0,0,0
ISIC_0025046,0,0,1,0,0,0,0
ISIC_0025047,0,1,0,0,0,0,0
ISIC_0025048,0,1,0,0,0,0,0
ISIC_0025049,0,1,0,0,0,0,0
ISIC_0025050,0,1,0,0,0,0,0
ISIC_0025051,0,1,0,0,0,0,0
ISIC_0025052,0,1,0,0,0,0,0
ISIC_0025053,0,1,0,0,0,0,0
ISIC_0025054,0,1,0,0,0,0,0
ISIC_0025055,0,1,0,0,0,0,0
ISIC_0025056,0,1,0,0,0,0,0
ISIC_0025057,0,1,0,0,0,0,0
ISIC_0025058,0,1,0,0,0,0,0
ISIC_0025059,0,1,0,0,0,0,0
ISIC_0025060,0,1,0,0,0,0,0
ISIC_0025061,0,1,0,0,0,0,0
ISIC_0025062,0,1,0,0,0,0,0
ISIC_0025063,0,0,0,0,1,0,0
ISIC_0025064,0,0,0,0,1,0,0
ISIC_0025065,0,1,0,0,0,0,0
ISIC_0025066,0,0,0,0,1,0,0
ISIC_0025067,0,1,0,0,0,0,0
ISIC_0025068,0,0,0,0,1,0,0
ISIC_0025069,0,0,0,1,0,0,0
ISIC_0025070,0,1,0,0,0,0,0
ISIC_0025071,0,1,0,0,0,0,0
ISIC_0025072,0,1,0,0,0,0,0
ISIC_0025073,0,1,0,0,0,0,0
ISIC_0025074,0,1,0,0,0,0,0
ISIC_0025075,0,0,0,0,1,0,0
ISIC_0025076,0,0,0,0,1,0,0
ISIC_0025077,0,1,0,0,0,0,0
ISIC_0025078,0,1,0,0,0,0,0
ISIC_0025079,0,1,0,0,0,0,0
ISIC_0025080,0,1,0,0,0,0,0
ISIC_0025081,1,0,0,0,0,0,0
ISIC_0025082,0,1,0,0,0,0,0
ISIC_0025083,0,0,0,0,1,0,0
ISIC_0025084,0,1,0,0,0,0,0
ISIC_0025085,1,0,0,0,0,0,0
ISIC_0025086,0,0,0,0,1,0,0
ISIC_0025087,0,1,0,0,0,0,0
ISIC_0025088,0,1,0,0,0,0,0
ISIC_0025089,0,0,0,1,0,0,0
ISIC_0025090,0,1,0,0,0,0,0
ISIC_0025091,0,1,0,0,0,0,0
ISIC_0025092,0,1,0,0,0,0,0
ISIC_0025093,0,1,0,0,0,0,0
ISIC_0025094,0,1,0,0,0,0,0
ISIC_0025095,0,1,0,0,0,0,0
ISIC_0025096,0,1,0,0,0,0,0
ISIC_0025097,1,0,0,0,0,0,0
ISIC_0025098,0,1,0,0,0,0,0
ISIC_0025099,0,0,0,0,1,0,0
ISIC_0025100,0,1,0,0,0,0,0
ISIC_0025101,0,1,0,0,0,0,0
ISIC_0025102,0,0,1,0,0,0,0
ISIC_0025103,0,0,0,0,1,0,0
ISIC_0025104,0,1,0,0,0,0,0
ISIC_0025105,1,0,0,0,0,0,0
ISIC_0025106,0,1,0,0,0,0,0
ISIC_0025107,0,1,0,0,0,0,0
ISIC_0025108,0,1,0,0,0,0,0
ISIC_0025109,0,1,0,0,0,0,0
ISIC_0025110,0,1,0,0,0,0,0
ISIC_0025111,0,1,0,0,0,0,0
ISIC_0025112,0,1,0,0,0,0,0
ISIC_0025113,0,0,0,0,1,0,0
ISIC_0025114,0,1,0,0,0,0,0
ISIC_0025115,0,1,0,0,0,0,0
ISIC_0025116,0,1,0,0,0,0,0
ISIC_0025117,0,1,0,0,0,0,0
ISIC_0025118,0,1,0,0,0,0,0
ISIC_0025119,0,1,0,0,0,0,0
ISIC_0025120,0,1,0,0,0,0,0
ISIC_0025121,1,0,0,0,0,0,0
ISIC_0025122,0,1,0,0,0,0,0
ISIC_0025123,0,1,0,0,0,0,0
ISIC_0025124,0,1,0,0,0,0,0
ISIC_0025125,0,1,0,0,0,0,0
ISIC_0025126,0,1,0,0,0,0,0
ISIC_0025127,1,0,0,0,0,0,0
ISIC_0025128,1,0,0,0,0,0,0
ISIC_0025129,0,1,0,0,0,0,0
ISIC_0025130,0,0,0,1,0,0,0
ISIC_0025131,0,0,0,0,1,0,0
ISIC_0025132,1,0,0,0,0,0,0
ISIC_0025133,0,1,0,0,0,0,0
ISIC_0025134,0,1,0,0,0,0,0
ISIC_0025135,0,1,0,0,0,0,0
ISIC_0025136,0,0,0,0,1,0,0
ISIC_0025137,0,1,0,0,0,0,0
ISIC_0025138,0,1,0,0,0,0,0
ISIC_0025139,0,1,0,0,0,0,0
ISIC_0025140,0,0,0,0,1,0,0
ISIC_0025141,0,1,0,0,0,0,0
ISIC_0025142,0,1,0,0,0,0,0
ISIC_0025143,0,1,0,0,0,0,0
ISIC_0025144,0,0,1,0,0,0,0
ISIC_0025145,1,0,0,0,0,0,0
ISIC_0025146,0,1,0,0,0,0,0
ISIC_0025147,0,1,0,0,0,0,0
ISIC_0025148,0,1,0,0,0,0,0
ISIC_0025149,0,1,0,0,0,0,0
ISIC_0025150,0,1,0,0,0,0,0
ISIC_0025151,0,1,0,0,0,0,0
ISIC_0025152,0,1,0,0,0,0,0
ISIC_0025153,1,0,0,0,0,0,0
ISIC_0025154,0,0,0,0,0,1,0
ISIC_0025155,1,0,0,0,0,0,0
ISIC_0025156,0,1,0,0,0,0,0
ISIC_0025157,0,0,0,0,1,0,0
ISIC_0025158,0,1,0,0,0,0,0
ISIC_0025159,0,1,0,0,0,0,0
ISIC_0025160,0,1,0,0,0,0,0
ISIC_0025161,0,1,0,0,0,0,0
ISIC_0025162,0,1,0,0,0,0,0
ISIC_0025163,0,1,0,0,0,0,0
ISIC_0025164,0,1,0,0,0,0,0
ISIC_0025165,0,1,0,0,0,0,0
ISIC_0025166,0,1,0,0,0,0,0
ISIC_0025167,0,1,0,0,0,0,0
ISIC_0025168,0,1,0,0,0,0,0
ISIC_0025169,0,1,0,0,0,0,0
ISIC_0025170,0,1,0,0,0,0,0
ISIC_0025171,0,1,0,0,0,0,0
ISIC_0025172,0,1,0,0,0,0,0
ISIC_0025173,0,1,0,0,0,0,0
ISIC_0025174,0,1,0,0,0,0,0
ISIC_0025175,0,1,0,0,0,0,0
ISIC_0025176,0,1,0,0,0,0,0
ISIC_0025177,0,1,0,0,0,0,0
ISIC_0025178,0,0,0,1,0,0,0
ISIC_0025179,0,1,0,0,0,0,0
ISIC_0025180,0,0,0,0,1,0,0
ISIC_0025181,0,1,0,0,0,0,0
ISIC_0025182,0,0,0,1,0,0,0
ISIC_0025183,0,1,0,0,0,0,0
ISIC_0025184,0,1,0,0,0,0,0
ISIC_0025185,0,1,0,0,0,0,0
ISIC_0025186,0,1,0,0,0,0,0
ISIC_0025187,0,1,0,0,0,0,0
ISIC_0025188,1,0,0,0,0,0,0
ISIC_0025189,0,1,0,0,0,0,0
ISIC_0025190,0,1,0,0,0,0,0
ISIC_0025191,0,1,0,0,0,0,0
ISIC_0025192,0,1,0,0,0,0,0
ISIC_0025193,0,1,0,0,0,0,0
ISIC_0025194,0,1,0,0,0,0,0
ISIC_0025195,1,0,0,0,0,0,0
ISIC_0025196,0,0,0,1,0,0,0
ISIC_0025197,0,0,0,0,0,0,1
ISIC_0025198,0,1,0,0,0,0,0
ISIC_0025199,0,0,0,0,1,0,0
ISIC_0025200,0,1,0,0,0,0,0
ISIC_0025201,0,1,0,0,0,0,0
ISIC_0025202,0,1,0,0,0,0,0
ISIC_0025203,0,1,0,0,0,0,0
ISIC_0025204,0,1,0,0,0,0,0
ISIC_0025205,0,1,0,0,0,0,0
ISIC_0025206,0,1,0,0,0,0,0
ISIC_0025207,0,1,0,0,0,0,0
ISIC_0025208,0,1,0,0,0,0,0
ISIC_0025209,0,0,0,0,1,0,0
ISIC_0025210,0,1,0,0,0,0,0
ISIC_0025211,0,1,0,0,0,0,0
ISIC_0025212,0,1,0,0,0,0,0
ISIC_0025213,0,1,0,0,0,0,0
ISIC_0025214,0,1,0,0,0,0,0
ISIC_0025215,0,1,0,0,0,0,0
ISIC_0025216,0,1,0,0,0,0,0
ISIC_0025217,0,1,0,0,0,0,0
ISIC_0025218,0,1,0,0,0,0,0
ISIC_0025219,1,0,0,0,0,0,0
ISIC_0025220,0,1,0,0,0,0,0
ISIC_0025221,0,1,0,0,0,0,0
ISIC_0025222,0,0,0,0,1,0,0
ISIC_0025223,0,0,0,0,0,1,0
ISIC_0025224,0,1,0,0,0,0,0
ISIC_0025225,0,1,0,0,0,0,0
ISIC_0025226,0,1,0,0,0,0,0
ISIC_0025227,0,1,0,0,0,0,0
ISIC_0025228,0,1,0,0,0,0,0
ISIC_0025229,0,1,0,0,0,0,0
ISIC_0025230,0,1,0,0,0,0,0
ISIC_0025231,0,1,0,0,0,0,0
ISIC_0025232,0,1,0,0,0,0,0
ISIC_0025233,0,1,0,0,0,0,0
ISIC_0025234,1,0,0,0,0,0,0
ISIC_0025235,1,0,0,0,0,0,0
ISIC_0025236,0,1,0,0,0,0,0
ISIC_0025237,0,1,0,0,0,0,0
ISIC_0025238,1,0,0,0,0,0,0
ISIC_0025239,0,1,0,0,0,0,0
ISIC_0025240,0,1,0,0,0,0,0
ISIC_0025241,0,1,0,0,0,0,0
ISIC_0025242,0,1,0,0,0,0,0
ISIC_0025243,0,1,0,0,0,0,0
ISIC_0025244,0,0,0,0,0,0,1
ISIC_0025245,0,1,0,0,0,0,0
ISIC_0025246,0,1,0,0,0,0,0
ISIC_0025247,0,0,0,1,0,0,0
ISIC_0025248,1,0,0,0,0,0,0
ISIC_0025249,0,0,0,0,0,0,1
ISIC_0025250,0,0,0,0,0,0,1
ISIC_0025251,0,1,0,0,0,0,0
ISIC_0025252,0,1,0,0,0,0,0
ISIC_0025253,0,1,0,0,0,0,0
ISIC_0025254,0,1,0,0,0,0,0
ISIC_0025255,0,1,0,0,0,0,0
ISIC_0025256,0,1,0,0,0,0,0
ISIC_0025257,0,1,0,0,0,0,0
ISIC_0025258,0,1,0,0,0,0,0
ISIC_0025259,0,1,0,0,0,0,0
ISIC_0025260,0,0,1,0,0,0,0
ISIC_0025261,0,1,0,0,0,0,0
ISIC_0025262,0,1,0,0,0,0,0
ISIC_0025263,0,1,0,0,0,0,0
ISIC_0025264,0,0,0,1,0,0,0
ISIC_0025265,1,0,0,0,0,0,0
ISIC_0025266,0,0,1,0,0,0,0
ISIC_0025267,0,1,0,0,0,0,0
ISIC_0025268,1,0,0,0,0,0,0
ISIC_0025269,0,1,0,0,0,0,0
ISIC_0025270,0,1,0,0,0,0,0
ISIC_0025271,0,1,0,0,0,0,0
ISIC_0025272,0,1,0,0,0,0,0
ISIC_0025273,0,1,0,0,0,0,0
ISIC_0025274,0,1,0,0,0,0,0
ISIC_0025275,0,0,0,0,1,0,0
ISIC_0025276,0,0,0,0,1,0,0
ISIC_0025277,1,0,0,0,0,0,0
ISIC_0025278,0,1,0,0,0,0,0
ISIC_0025279,0,1,0,0,0,0,0
ISIC_0025280,0,1,0,0,0,0,0
ISIC_0025281,0,1,0,0,0,0,0
ISIC_0025282,0,1,0,0,0,0,0
ISIC_0025283,0,1,0,0,0,0,0
ISIC_0025284,0,1,0,0,0,0,0
ISIC_0025285,0,0,1,0,0,0,0
ISIC_0025286,0,0,0,0,1,0,0
ISIC_0025287,0,1,0,0,0,0,0
ISIC_0025288,0,1,0,0,0,0,0
ISIC_0025289,0,1,0,0,0,0,0
ISIC_0025290,0,1,0,0,0,0,0
ISIC_0025291,0,1,0,0,0,0,0
ISIC_0025292,0,0,0,0,1,0,0
ISIC_0025293,0,1,0,0,0,0,0
ISIC_0025294,0,1,0,0,0,0,0
ISIC_0025295,0,1,0,0,0,0,0
ISIC_0025296,0,1,0,0,0,0,0
ISIC_0025297,0,0,0,0,1,0,0
ISIC_0025298,0,1,0,0,0,0,0
ISIC_0025299,0,0,1,0,0,0,0
ISIC_0025300,0,1,0,0,0,0,0
ISIC_0025301,0,0,1,0,0,0,0
ISIC_0025302,0,0,0,0,0,1,0
ISIC_0025303,1,0,0,0,0,0,0
ISIC_0025304,0,1,0,0,0,0,0
ISIC_0025305,0,1,0,0,0,0,0
ISIC_0025306,0,1,0,0,0,0,0
ISIC_0025307,0,1,0,0,0,0,0
ISIC_0025308,0,1,0,0,0,0,0
ISIC_0025309,0,1,0,0,0,0,0
ISIC_0025310,0,1,0,0,0,0,0
ISIC_0025311,0,1,0,0,0,0,0
ISIC_0025312,0,0,0,0,1,0,0
ISIC_0025313,1,0,0,0,0,0,0
ISIC_0025314,0,0,0,0,0,1,0
ISIC_0025315,0,1,0,0,0,0,0
ISIC_0025316,1,0,0,0,0,0,0
ISIC_0025317,1,0,0,0,0,0,0
ISIC_0025318,0,1,0,0,0,0,0
ISIC_0025319,0,0,0,1,0,0,0
ISIC_0025320,0,1,0,0,0,0,0
ISIC_0025321,0,0,0,0,0,0,1
ISIC_0025322,0,0,1,0,0,0,0
ISIC_0025323,0,1,0,0,0,0,0
ISIC_0025324,1,0,0,0,0,0,0
ISIC_0025325,0,1,0,0,0,0,0
ISIC_0025326,0,0,0,0,1,0,0
ISIC_0025327,0,1,0,0,0,0,0
ISIC_0025328,0,1,0,0,0,0,0
ISIC_0025329,0,1,0,0,0,0,0
ISIC_0025330,0,0,0,0,1,0,0
ISIC_0025331,0,0,0,1,0,0,0
ISIC_0025332,0,1,0,0,0,0,0
ISIC_0025333,0,1,0,0,0,0,0
ISIC_0025334,0,1,0,0,0,0,0
ISIC_0025335,0,1,0,0,0,0,0
ISIC_0025336,0,1,0,0,0,0,0
ISIC_0025337,0,0,0,0,1,0,0
ISIC_0025338,0,1,0,0,0,0,0
ISIC_0025339,0,0,0,0,1,0,0
ISIC_0025340,0,1,0,0,0,0,0
ISIC_0025341,0,1,0,0,0,0,0
ISIC_0025342,0,1,0,0,0,0,0
ISIC_0025343,0,1,0,0,0,0,0
ISIC_0025344,0,1,0,0,0,0,0
ISIC_0025345,0,0,0,0,1,0,0
ISIC_0025346,0,1,0,0,0,0,0
ISIC_0025347,0,1,0,0,0,0,0
ISIC_0025348,0,1,0,0,0,0,0
ISIC_0025349,0,1,0,0,0,0,0
ISIC_0025350,0,0,0,1,0,0,0
ISIC_0025351,0,0,0,0,1,0,0
ISIC_0025352,0,1,0,0,0,0,0
ISIC_0025353,0,1,0,0,0,0,0
ISIC_0025354,0,1,0,0,0,0,0
ISIC_0025355,0,1,0,0,0,0,0
ISIC_0025356,0,1,0,0,0,0,0
ISIC_0025357,0,1,0,0,0,0,0
ISIC_0025358,0,0,0,1,0,0,0
ISIC_0025359,0,1,0,0,0,0,0
ISIC_0025360,0,1,0,0,0,0,0
ISIC_0025361,0,1,0,0,0,0,0
ISIC_0025362,0,0,1,0,0,0,0
ISIC_0025363,1,0,0,0,0,0,0
ISIC_0025364,0,1,0,0,0,0,0
ISIC_0025365,0,1,0,0,0,0,0
ISIC_0025366,0,0,0,0,1,0,0
ISIC_0025367,0,1,0,0,0,0,0
ISIC_0025368,0,0,0,1,0,0,0
ISIC_0025369,0,1,0,0,0,0,0
ISIC_0025370,0,1,0,0,0,0,0
ISIC_0025371,0,1,0,0,0,0,0
ISIC_0025372,0,1,0,0,0,0,0
ISIC_0025373,0,0,0,0,0,1,0
ISIC_0025374,0,0,0,0,1,0,0
ISIC_0025375,0,1,0,0,0,0,0
ISIC_0025376,0,0,0,0,1,0,0
ISIC_0025377,0,1,0,0,0,0,0
ISIC_0025378,0,0,0,0,1,0,0
ISIC_0025379,0,1,0,0,0,0,0
ISIC_0025380,0,1,0,0,0,0,0
ISIC_0025381,0,1,0,0,0,0,0
ISIC_0025382,0,1,0,0,0,0,0
ISIC_0025383,0,0,1,0,0,0,0
ISIC_0025384,0,1,0,0,0,0,0
ISIC_0025385,0,1,0,0,0,0,0
ISIC_0025386,0,1,0,0,0,0,0
ISIC_0025387,0,0,0,0,1,0,0
ISIC_0025388,0,0,0,0,1,0,0
ISIC_0025389,0,0,0,0,1,0,0
ISIC_0025390,0,1,0,0,0,0,0
ISIC_0025391,1,0,0,0,0,0,0
ISIC_0025392,0,0,0,0,1,0,0
ISIC_0025393,0,1,0,0,0,0,0
ISIC_0025394,1,0,0,0,0,0,0
ISIC_0025395,0,1,0,0,0,0,0
ISIC_0025396,0,1,0,0,0,0,0
ISIC_0025397,0,1,0,0,0,0,0
ISIC_0025398,0,1,0,0,0,0,0
ISIC_0025399,0,1,0,0,0,0,0
ISIC_0025400,0,1,0,0,0,0,0
ISIC_0025401,0,1,0,0,0,0,0
ISIC_0025402,0,1,0,0,0,0,0
ISIC_0025403,0,1,0,0,0,0,0
ISIC_0025404,0,1,0,0,0,0,0
ISIC_0025405,0,1,0,0,0,0,0
ISIC_0025406,0,1,0,0,0,0,0
ISIC_0025407,0,1,0,0,0,0,0
ISIC_0025408,0,1,0,0,0,0,0
ISIC_0025409,1,0,0,0,0,0,0
ISIC_0025410,0,1,0,0,0,0,0
ISIC_0025411,0,0,0,1,0,0,0
ISIC_0025412,0,1,0,0,0,0,0
ISIC_0025413,1,0,0,0,0,0,0
ISIC_0025414,1,0,0,0,0,0,0
ISIC_0025415,0,1,0,0,0,0,0
ISIC_0025416,0,1,0,0,0,0,0
ISIC_0025417,0,0,1,0,0,0,0
ISIC_0025418,0,1,0,0,0,0,0
ISIC_0025419,0,0,0,0,1,0,0
ISIC_0025420,0,1,0,0,0,0,0
ISIC_0025421,0,1,0,0,0,0,0
ISIC_0025422,0,1,0,0,0,0,0
ISIC_0025423,0,1,0,0,0,0,0
ISIC_0025424,0,1,0,0,0,0,0
ISIC_0025425,0,0,0,0,0,0,1
ISIC_0025426,0,1,0,0,0,0,0
ISIC_0025427,0,0,0,1,0,0,0
ISIC_0025428,0,1,0,0,0,0,0
ISIC_0025429,0,1,0,0,0,0,0
ISIC_0025430,0,1,0,0,0,0,0
ISIC_0025431,0,0,0,0,1,0,0
ISIC_0025432,0,1,0,0,0,0,0
ISIC_0025433,0,0,1,0,0,0,0
ISIC_0025434,0,0,0,0,1,0,0
ISIC_0025435,0,1,0,0,0,0,0
ISIC_0025436,0,1,0,0,0,0,0
ISIC_0025437,0,1,0,0,0,0,0
ISIC_0025438,0,1,0,0,0,0,0
ISIC_0025439,1,0,0,0,0,0,0
ISIC_0025440,0,1,0,0,0,0,0
ISIC_0025441,0,1,0,0,0,0,0
ISIC_0025442,0,1,0,0,0,0,0
ISIC_0025443,0,1,0,0,0,0,0
ISIC_0025444,0,1,0,0,0,0,0
ISIC_0025445,0,1,0,0,0,0,0
ISIC_0025446,0,1,0,0,0,0,0
ISIC_0025447,0,1,0,0,0,0,0
ISIC_0025448,0,1,0,0,0,0,0
ISIC_0025449,0,1,0,0,0,0,0
ISIC_0025450,1,0,0,0,0,0,0
ISIC_0025451,1,0,0,0,0,0,0
ISIC_0025452,0,0,0,0,0,0,1
ISIC_0025453,0,1,0,0,0,0,0
ISIC_0025454,0,0,0,0,1,0,0
ISIC_0025455,0,1,0,0,0,0,0
ISIC_0025456,0,1,0,0,0,0,0
ISIC_0025457,0,1,0,0,0,0,0
ISIC_0025458,0,1,0,0,0,0,0
ISIC_0025459,0,1,0,0,0,0,0
ISIC_0025460,0,1,0,0,0,0,0
ISIC_0025461,0,1,0,0,0,0,0
ISIC_0025462,0,1,0,0,0,0,0
ISIC_0025463,0,1,0,0,0,0,0
ISIC_0025464,0,1,0,0,0,0,0
ISIC_0025465,0,0,0,0,1,0,0
ISIC_0025466,0,0,0,0,1,0,0
ISIC_0025467,0,0,1,0,0,0,0
ISIC_0025468,0,1,0,0,0,0,0
ISIC_0025469,0,1,0,0,0,0,0
ISIC_0025470,0,0,0,0,1,0,0
ISIC_0025471,0,0,0,1,0,0,0
ISIC_0025472,1,0,0,0,0,0,0
ISIC_0025473,0,1,0,0,0,0,0
ISIC_0025474,0,1,0,0,0,0,0
ISIC_0025475,0,1,0,0,0,0,0
ISIC_0025476,0,1,0,0,0,0,0
ISIC_0025477,0,1,0,0,0,0,0
ISIC_0025478,0,1,0,0,0,0,0
ISIC_0025479,0,1,0,0,0,0,0
ISIC_0025480,0,1,0,0,0,0,0
ISIC_0025481,0,1,0,0,0,0,0
ISIC_0025482,0,1,0,0,0,0,0
ISIC_0025483,0,1,0,0,0,0,0
ISIC_0025484,0,0,0,0,1,0,0
ISIC_0025485,0,0,0,0,1,0,0
ISIC_0025486,0,1,0,0,0,0,0
ISIC_0025487,0,1,0,0,0,0,0
ISIC_0025488,0,1,0,0,0,0,0
ISIC_0025489,1,0,0,0,0,0,0
ISIC_0025490,0,1,0,0,0,0,0
ISIC_0025491,0,1,0,0,0,0,0
ISIC_0025492,0,1,0,0,0,0,0
ISIC_0025493,0,1,0,0,0,0,0
ISIC_0025494,0,1,0,0,0,0,0
ISIC_0025495,0,1,0,0,0,0,0
ISIC_0025496,0,1,0,0,0,0,0
ISIC_0025497,0,1,0,0,0,0,0
ISIC_0025498,0,1,0,0,0,0,0
ISIC_0025499,0,1,0,0,0,0,0
